Province,Municipality,Area,Yield,Production
Aklan,Altavas,115.5,4.135021645021645,477.595
Aklan,Balete,0.0,0.0,0.0
Aklan,Banga,73.55,4.379333786539769,322.1
Aklan,Batan,0.0,0.0,0.0
Aklan,Buruanga,11.32,2.4686395759717312,27.945
Aklan,Ibajay,8.5,2.9058823529411764,24.7
Aklan,Kalibo,19.200000000000003,3.7635416666666663,72.26
Aklan,Lezo,11.6,3.332758620689655,38.66
Aklan,Libacao,0.5,5.0,2.5
Aklan,Madalag,14.535000000000002,3.1826625386996903,46.260000000000005
Aklan,Makato,0.0,0.0,0.0
Aklan,Malay,0.0,0.0,0.0
Aklan,Malinao,72.24999999999999,1.9835294117647064,143.31
Aklan,Nabas,20.5,1.9804878048780488,40.6
Aklan,New Washington,0.0,0.0,0.0
Aklan,Numancia,24.950000000000003,3.4160320641282564,85.23
Aklan,Tangalan,0.0,0.0,0.0
Antique,Anini-Y,6.5,2.292307692307692,14.9
Antique,Barbaza,188.3,4.564843335103559,859.5600000000001
Antique,Belison,4.75,4.536842105263158,21.55
Antique,Bugasong,209.6,3.9066316793893128,818.8299999999999
Antique,Caluya,0.0,0.0,0.0
Antique,Culasi,167.51999999999998,5.302232569245463,888.2299999999999
Antique,Hamtic,101.5,3.4241379310344824,347.54999999999995
Antique,Laua-An,133.3,4.64793698424606,619.5699999999999
Antique,Libertad,2.25,1.6888888888888889,3.8
Antique,Pandan,0.0,0.0,0.0
Antique,Patnongon,189.25,4.779920739762219,904.6
Antique,San Jose,44.4,4.218918918918919,187.32
Antique,San Remigio,151.2,5.293981481481482,800.45
Antique,Sebaste,30.5,4.149180327868852,126.55
Antique,Sibalom,238.5,4.508259958071279,1075.22
Antique,Tibiao,85.85,5.254280722189867,451.08
Antique,Tobias Fornier,72.0,4.518750000000001,325.35
Antique,Valderrama,26.65,4.869043151969982,129.76000000000002
Capiz,Cuartero,1374.12,5.2680566471632755,7238.942000000001
Capiz,Dao,452.4500000000001,4.2727649464029165,1933.2125
Capiz,Dumalag,817.55,6.183343526389824,5055.1925
Capiz,Dumarao,1322.5,4.262550094517958,5637.2225
Capiz,Ivisan,0.0,0.0,0.0
Capiz,Jamindan,603.72,4.82913602332207,2915.446
Capiz,Ma-Ayon,7656.849999999999,5.372057699968003,41133.04
Capiz,Mambusao,361.0,4.279916897506925,1545.05
Capiz,Panay,0.0,0.0,0.0
Capiz,Panitan,309.75,3.736561743341405,1157.4
Capiz,Pilar,2433.65,4.576958478006286,11138.715
Capiz,Pontevedra,1306.0,4.861294027565084,6348.85
Capiz,President Roxas,1066.84,4.4704173071875815,4769.22
Capiz,City Of Roxas,0.0,0.0,0.0
Capiz,Sapi-An,300.75,4.821612635078969,1450.1
Capiz,Sigma,1278.5,5.037512710207275,6440.460000000001
Capiz,Tapaz,890.2,5.89676252527522,5249.298000000001
Guimaras,Buenavista,10.9,2.486238532110092,27.1
Guimaras,Jordan,12.3,3.126016260162601,38.45
Guimaras,Nueva Valencia,52.75,2.1156398104265404,111.6
Guimaras,San Lorenzo,70.42999999999999,2.840891665483459,200.084
Guimaras,Sibunag,18.8,3.367021276595745,63.3
Iloilo,Ajuy,291.75,4.29751499571551,1253.8
Iloilo,Alimodian,0.0,0.0,0.0
Iloilo,Anilao,41.19,3.264263170672493,134.45499999999998
Iloilo,Badiangan,90.5,3.952154696132597,357.67
Iloilo,Balasan,0.0,0.0,0.0
Iloilo,Banate,0.0,0.0,0.0
Iloilo,Barotac Nuevo,0.0,0.0,0.0
Iloilo,Barotac Viejo,771.7299999999999,6.263413369960997,4833.664
Iloilo,Batad,676.0,5.835798816568047,3945.0
Iloilo,Bingawan,49.75,4.573869346733668,227.55
Iloilo,Cabatuan,39.4,7.467258883248732,294.21000000000004
Iloilo,Calinog,158.5,4.111829652996845,651.7249999999999
Iloilo,Carles,0.0,0.0,0.0
Iloilo,Concepcion,368.97,4.409274466758815,1626.89
Iloilo,Dingle,56.2,4.839323843416369,271.96999999999997
Iloilo,Dueñas,8.75,4.029714285714285,35.26
Iloilo,Dumangas,0.0,0.0,0.0
Iloilo,Estancia,189.75,4.984769433465086,945.86
Iloilo,Guimbal,23.5,3.815574468085107,89.66600000000001
Iloilo,Igbaras,3.38,3.2,10.816
Iloilo,City Of Iloilo,0.0,0.0,0.0
Iloilo,Janiuay,390.44,6.632965372400369,2589.775
Iloilo,Lambunao,147.87,4.332386555758436,640.63
Iloilo,Leganes,0.8,0.0,0.0
Iloilo,Lemery,4908.0,6.557129176854116,32182.39
Iloilo,Leon,200.9,3.3179019412643114,666.5665000000001
Iloilo,Maasin,50.0,4.058,202.9
Iloilo,Miagao,43.5,3.5183908045977015,153.05
Iloilo,Mina,3.1,3.0,9.3
Iloilo,New Lucena,0.0,0.0,0.0
Iloilo,Oton,20.25,3.502222222222222,70.92
Iloilo,City Of Passi,433.13,5.119548403481633,2217.43
Iloilo,Pavia,0.0,0.0,0.0
Iloilo,Pototan,0.0,0.0,0.0
Iloilo,San Dionisio,2292.33,5.79378623496617,13281.27
Iloilo,San Enrique,164.5,4.886018237082067,803.75
Iloilo,San Joaquin,0.0,0.0,0.0
Iloilo,San Miguel,3.31,6.564954682779456,21.73
Iloilo,San Rafael,362.92,6.41584922296925,2328.44
Iloilo,Santa Barbara,68.25,6.540659340659341,446.4
Iloilo,Sara,3966.86,5.363718407002012,21277.12
Iloilo,Tigbauan,87.67999999999999,3.2649452554744527,286.2704
Iloilo,Tubungan,3.95,2.592405063291139,10.239999999999998
Iloilo,Zarraga,0.5,3.0,1.5
